지역,원본행,세부사업명,주요내용,주요내용_정제
강원,3806.0,치매환자 관리사업,실종 위험이 있는 치매환자에 대한 서비스 지원,"저소득노인 건강보험료 지원 (연9,056세대)"
강원,3807.0,어르신 봉양수당 지원,만80세이상 어르신을 봉양하는 가구대표 1인 매월 20천원 지원 (※ 1인 추가시 10천원 추가),대상 : 정선군 65세이상 노인 지원내용 : 대학별 13백만원 지원
강원,3808.0,효문화 정립을 위한 시책 추진,"충효교실, 효세탁소",대상 : 정선군 65세이상 노인 지원내용 : 1인 매월 150천원지원
강원,3809.0,횡성군 어르신 효축제 개최,관내 65세이상 어르신 및 가족 효축제,저소득 노인가구 건강보험료 지원 (1만원이하)
강원,3810.0,저소득 결식우려 재가노인 식사배달,65세 이상 결식우려가 있는 노인에게 주 2회 밑반찬(도시락) 지원,결식우려가 있는 60세이상 노인에 대한 무료경로식당운영
강원,3811.0,독거노인 돌봄사업,"독거노인 돌봐주기(연2회, 생필품 지원)",결식우려가 있는 60세이상 노인 중 거동 불편으로 경로식당을 이용할 수 없는 어르신에게 식사배달
강원,3812.0,저소득노인 건강보험료 지원,"저소득노인 건강보험료 지원 (연9,056세대)",일하기를 희망하는 노인에게 맞춤형 일자리를 공급하여 노인에게 소득창출 및 사회참여 기회제공
강원,3816.0,노인대학프로그램 운영비 지원,대상 : 정선군 65세이상 노인 지원내용 : 대학별 13백만원 지원,거동이 불편한 저소득 재가노인에게 밑반찬 제공
강원,3817.0,노인돌봄 기본서비스 참여자 교통비 지원,대상 : 정선군 65세이상 노인 지원내용 : 1인 매월 150천원지원,저소득주민의 건강보험료 월10천원 이하 납부세대의 건강보험료 전액 지원
강원,3818.0,저소득 노인가구 건강보험료 지급,저소득 노인가구 건강보험료 지원 (1만원이하),어르신을 모시고 생활하는 가정의 봉양자에게 수당을 지급하여 가족제도 유지에 기여
강원,3819.0,경로식당 무료급식사업,결식우려가 있는 60세이상 노인에 대한 무료경로식당운영,경로당 순회프로그램 관리자 지원 • 우수경로당 포상 • 경로당 운영 활성화 프로그램 운영비 등 • 경로당 건강유지기기 구입지원
강원,3820.0,재가노인식사배달사업,결식우려가 있는 60세이상 노인 중 거동 불편으로 경로식당을 이용할 수 없는 어르신에게 식사배달,"어버이날, 노인의날, 강원어르신한마당축제 출전 지원사업"
강원,3824.0,저소득세대 건강보험료 지원,저소득주민의 건강보험료 월10천원 이하 납부세대의 건강보험료 전액 지원,"경로당 신문보급, 소독사업 등"
강원,3826.0,저소득세대 건강보험료 지원,노령.장애.한부모 가정 등으로 생활에 어려움을 겪고 있는 저소득 주민으로서 의료급여법 에 의한 수급권자가 아닌 세대에 국민건강보험료 및 노인장기 보험료를 지원,"40,000원*30명"
강원,3827.0,경로당운영 활성화 지원사업,경로당 순회프로그램 관리자 지원 • 우수경로당 포상 • 경로당 운영 활성화 프로그램 운영비 등 • 경로당 건강유지기기 구입지원,"3,500원*261회*260명"
강원,3828.0,활기찬 노년행사 지원,"어버이날, 노인의날, 강원어르신한마당축제 출전 지원사업","110,000,000원*2개소"
강원,3835.0,노인복지운영,"경로당 신문보급, 소독사업 등",사업기간 : 4~11월 • 지원액 : 300백만원(건당 5백만원이상 20백만원 이내) • 지원기준 : 1개단체 1개사업만 신청 가능
강원,3836.0,농촌 고령자 공동시설 지원(공동생활홈)사업,공동생활홈 지원,"2개소(춘천13명, 강릉12명) - 경력단절여성 직장적응훈련 - 인턴기업 지원 : 인턴중 3개월간 월 50만원 - 취업장려금 : 인턴 종료후 3개월 고용 유지 시 기업과 개인에게 각 40만원"
강원,3837.0,노인건강진단,"40,000원*30명","강원여성 화상교육 실시 - 15회 강좌, 현장학습 1회"
강원,3838.0,저소득 재가노인 식사배달,"3,500원*261회*260명",차세대 여성정치 지도자 육성 - 20세이상 여성 50명
강원,3839.0,재가노인복지시설 운영,"110,000,000원*2개소",왕복항공권 및 체재비 25가정
강원,3845.0,강원도양성평등기금,사업기간 : 4~11월 • 지원액 : 300백만원(건당 5백만원이상 20백만원 이내) • 지원기준 : 1개단체 1개사업만 신청 가능,여성결혼이민자 운전면허 및 요양보호사 취득지원
강원,3846.0,주부인턴제 운영,"2개소(춘천13명, 강릉12명) - 경력단절여성 직장적응훈련 - 인턴기업 지원 : 인턴중 3개월간 월 50만원 - 취업장려금 : 인턴 종료후 3개월 고용 유지 시 기업과 개인에게 각 40만원",행복 혼인식 : 8쌍
강원,3847.0,강원여성대학 운영,"강원여성 화상교육 실시 - 15회 강좌, 현장학습 1회",여성권익증진과 복지증진사업 추진 단체지원
강원,3848.0,강원여성정치지도자 육성,차세대 여성정치 지도자 육성 - 20세이상 여성 50명,"모국방문의기회제공, 운전면허취득비용, 프로그램운영"
강원,3849.0,농촌여성 결혼이민자 모국방문 지원,왕복항공권 및 체재비 25가정,미혼자 국제결혼비용 지원 : 6가정 • 다문화가정 친정나들이 경비 지원 : 30가정
강원,3851.0,다문화가족 심리치료 지원,다문화가족 심리치료 지원,"취미, 교양, 자격증 반 등 17개 강좌 운영"
강원,3857.0,동거부부 행복혼인식,행복 혼인식 : 8쌍,대상자의 가족이 모국 방문시 왕복 항공료 및 체제비 지원
강원,3858.0,사회복지기금(여성복지계정),여성권익증진과 복지증진사업 추진 단체지원,"여성잠재능력 개발을 위한 교육프로그램 운영 -자격증, 기술(한식조리사, 토탈공예 등), 자기개발 - 40개 강좌, 600여명"
강원,3859.0,다문화가족지원,"모국방문의기회제공, 운전면허취득비용, 프로그램운영","연계사업 6건 - 여성 역량강화사업, 추석맞이 온정 나누기, 성폭력예방사업, 안전한 평창 만들기, 여성아카데미, 여성기능양성 교육 등"
강원,3860.0,국제결혼 이민자 정착화 지원,미혼자 국제결혼비용 지원 : 6가정 • 다문화가정 친정나들이 경비 지원 : 30가정,한글학습지비용 지원 : 20명 • 운전면허취득 지원 : 20명 • 결혼이민자 모국방문 지원 : 4가정 • 다문화가족한마음대회 : 300명
강원,3861.0,여성결혼이민자 사회적응을 위한 프로그램운영,다문화가족 친정방문사업 • 여성 결혼이민자 취학전 자녀양육비 지원 • 찾아가는 한국어방문 교육추진,"대상 : 정선군 농가 지원내용 : 1인 2,400천원 지원(1일40천원*60일)"
강원,3862.0,여성회관 교육 운영,"취미, 교양, 자격증 반 등 17개 강좌 운영",한부모가족 하계수련회 • 한부모가족 동절기 의류구입
강원,3866.0,여성회관 교육운영,"여성잠재능력 개발을 위한 교육프로그램 운영 -자격증, 기술(한식조리사, 토탈공예 등), 자기개발 - 40개 강좌, 600여명",여성의 사회참여 확대와 잠재능력 개발
강원,3867.0,여성발전기금 지원사업,"연계사업 6건 - 여성 역량강화사업, 추석맞이 온정 나누기, 성폭력예방사업, 안전한 평창 만들기, 여성아카데미, 여성기능양성 교육 등",다문화가정 3가구 모국방문 지원(국내여비 포함)
강원,3868.0,다문화가정 사회적응 및 정착지원,한글학습지비용 지원 : 20명 • 운전면허취득 지원 : 20명 • 결혼이민자 모국방문 지원 : 4가정 • 다문화가족한마음대회 : 300명,인구늘리기 시책추진
강원,3869.0,농가도우미지원,"대상 : 정선군 농가 지원내용 : 1인 2,400천원 지원(1일40천원*60일)","초중학생 무상급식 지원 - 11개시군/397개교/131,957명"
강원,3874.0,다문화가족 친정방문사업,"다문화가족 친정방문 왕복 항공료, 여비 지원","둘째아 120만원, 셋째아 이상240만원 *월 분할 지급"
강원,3876.0,아동･청소년 성보호를 위한 교육,"아동, 청소년을 대상으로 성폭력 예방 교육",생명존중 관련 4개 사업
강원,3877.0,여성교육,여성의 사회참여 확대와 잠재능력 개발,낙태예방 및 출산장려 교육홍보 등 6개 사업
강원,3878.0,다문화 가족 모국 방문 지원,다문화가정 3가구 모국방문 지원(국내여비 포함),임신부 및 수유부를 위한 공간 마련
경기,3379.0,농업인(고교생)자녀 학자금 지원,고교생자녀를 둔 농업인에게 자녀 학비 지원,사업량: 194가정(남부150/북부44) 사업내용 : 취업여성 및 맞벌이 부모를 위하여 영아의 집에서 1:1 보육지원
경기,3380.0,경기아이플러스(I-PLUS)카드 사업확대,경기아이플러스카드 발급으로 다자녀 가정에 대한 경제적 부담 경감 도모,사업량: 32개소 사업내용 : 영유아･부모가함께하는 놀이공간 및 전문교육프로그램제공
경기,3381.0,가족친화경영 컨설팅 및 인증사업,기업 특성별 맞춤형 가족친화경영 컨설팅 및 인증사업으로 근로자의 일과 가정생활 양립환경 조성,"사업대상 : 시간연장 지정 어린이집 • 사업량: 2,071개소 • 지원단가: 개소당 월 200천원"
경기,3382.0,가족친화 인증기업 인센티브 지원,일하기 좋은기업 인센티브 추가 발굴 및 인증기업 홍보,"사업대상 : 외국인근로자 자녀전담 및 통합어린이집 • 사업량: 58개소 60명 • 지원단가: 월1,300천원"
경기,3383.0,가정폭력･성폭력･성매매 예방교육,"초･중･고청소년 및 대학생, 군인, 일반인 대상 교육 실시","사업대상 : 민간어린이집 보육교사 • 사업량: 47,423명 • 지원단가: 월60~200천원"
경기,3384.0,가정보육교사제도 운영,사업량: 194가정(남부150/북부44) 사업내용 : 취업여성 및 맞벌이 부모를 위하여 영아의 집에서 1:1 보육지원,"사업대상 : 정부지원어린이집 보육교직원 • 사업량: 8,689명 • 지원단가: 월60~150천원"
경기,3385.0,아이러브맘 카페 운영,사업량: 32개소 사업내용 : 영유아･부모가함께하는 놀이공간 및 전문교육프로 그램제공,"사업대상 : 어린이집 보육교사 • 사업량 : 55,000명 • 지원단가: 월30천원"
경기,3386.0,시간연장형 보육서비스 지원 확대,"사업대상 : 시간연장 지정 어린이집 • 사업량: 2,071개소 • 지원단가: 개소당 월 200천원","사업대상 : 장애아, 영아, 다문화반교사 • 사업량: 24,125명 • 지원단가: 월50~100천원"
경기,3387.0,외국인근로자 자녀 보육지원,"사업대상 : 외국인근로자 자녀전담 및 통합어린이집 • 사업량: 58개소 60명 • 지원단가: 월1,300천원","사업대상 : 어린이집 이용 3~5세 법정 저소득층 아동 • 사업량: 2,527명 • 지원단가: 월46~71천원"
경기,3391.0,민간어린이집 보육교사 처우개선비 지원,"사업대상 : 민간어린이집 보육교사 • 사업량: 47,423명 • 지원단가: 월60~200천원","사업대상 : 교사대 아동비율 조정 운영 0세아 전용어린이집(170개소) • 지원단가: 월추가반인건비(1,400천원), 운영비(400천원), 조리원(600천원), 시간연장 근무 수당(400천원)"
경기,3392.0,정부지원어린이집 교직원 처우개선비 지원,"사업대상 : 정부지원어린이집 보육교직원 • 사업량: 8,689명 • 지원단가: 월60~150천원",보육서비스의 질적 향상 등을 위한 평가인증조력지원 및 부모지원 사업 및 특수보육 지원사업 추진
경기,3393.0,보육교사 처우개선비 추가 지원,"사업대상 : 어린이집 보육교직 원 • 사업량 : 55,000명 • 지원단가: 월30천원",보육서비스의 질적 수준을 향상하고 부모에게 어린이집 선택의 합리적 기준 제공(비예산)
경기,3394.0,장애아교사 등 특수근무수당 지원,"사업대상 : 장애아, 영아, 다문화반교사 • 사업량: 24,125명 • 지원단가: 월50~100천원","학대피해아동 전용그룹홈 10개소 아동 주부식비, 피복비, 병원비, 교육비 등 지원"
경기,3395.0,법정저소득층 아동 차액보육료 지원,"사업대상 : 어린이집 이용 3~5세 법정 저소득층 아동 • 사업량: 2,527명 • 지원단가: 월46~71천원",경기도 입양지정기관 상담원인건비 및 운영비 지원
경기,3396.0,0세아전용 어린이집 운영,"사업대상 : 교사대 아동비율 조정 운영 0세아 전용어린이집(170개소) • 지원단가: 월추가반인건비(1,400천원), 운영비(400천원), 조리원(600천원), 시간연장 근무 수당(400천원)","지역아동센터에 돌봄도우미 파견 • 학습도우미 756명, 672천원/월 (주20시간)"
